date,symbol,open,close,low,high,volume
2016-04-29,WLTW,123.800003,124.900002,122.050003,125.169998,889600.0
2016-05-02,WLTW,125.440002,125.959999,124.800003,126.739998,734700.0
2016-05-03,WLTW,124.559998,126.269997,123.660004,126.43,1304800.0
2016-05-04,WLTW,125.389999,126.559998,124.970001,126.779999,1597300.0
2016-05-05,WLTW,126.660004,127.660004,126.199997,127.790001,1917500.0
2016-05-06,WLTW,127.360001,121.559998,121.239998,127.360001,3221500.0
2016-05-09,WLTW,122.279999,123.440002,121.199997,123.639999,919800.0
2016-05-10,WLTW,123.889999,125.510002,122.809998,125.989998,1991600.0
2016-05-11,WLTW,125.699997,124.209999,124.07,125.940002,594800.0
2016-05-12,WLTW,124.440002,123.889999,122.010002,124.57,475800.0
2016-05-13,WLTW,123.910004,122.970001,122.75,126.269997,715100.0
2016-05-16,WLTW,123.120003,123.910004,122.870003,124.610001,528500.0
2016-05-17,WLTW,123.400002,123.410004,121.139999,124.169998,580000.0
2016-05-18,WLTW,123.220001,125.269997,122.519997,125.400002,629700.0
2016-05-19,WLTW,124.519997,125.120003,122.690002,125.470001,598200.0
2016-05-20,WLTW,125.150002,125.57,123.900002,125.769997,816700.0
2016-05-23,WLTW,125.480003,125.949997,124.760002,126.230003,640800.0
2016-05-24,WLTW,126.129997,126.620003,125.169998,127.080002,761100.0
2016-05-25,WLTW,127.080002,126.459999,125.940002,128.059998,462100.0
2016-05-26,WLTW,126.360001,126.610001,125.419998,126.980003,627000.0
2016-05-27,WLTW,126.510002,127.910004,126.120003,127.989998,722500.0
2016-05-31,WLTW,128.5,128.020004,127.190002,128.690002,1384200.0
2016-06-01,WLTW,127.669998,128.070007,126.75,128.139999,441500.0
2016-06-02,WLTW,127.989998,128.75,126.970001,128.830002,423600.0
2016-06-03,WLTW,127.809998,127.480003,126.010002,127.849998,496700.0
2016-06-06,WLTW,127.699997,127.68,124.660004,128.75,536700.0
2016-06-07,WLTW,128.050003,129.25,127.690002,129.699997,429400.0
2016-06-08,WLTW,128.990005,129.029999,128.029999,129.410004,719100.0
2016-06-09,WLTW,128.729996,129.580002,128.139999,129.669998,394500.0
2016-06-10,WLTW,128.869995,127.010002,126.300003,128.940002,548000.0
2016-06-13,WLTW,127.099998,125.470001,125.309998,127.650002,263300.0
2016-06-14,WLTW,124.720001,124.959999,123.940002,125.699997,329300.0
2016-06-15,WLTW,125.949997,124.139999,123.699997,125.949997,378700.0
2016-06-16,WLTW,123.339996,124.839996,122.75,124.870003,404800.0
2016-06-17,WLTW,124.669998,125.330002,123.43,125.75,659300.0
2016-06-20,WLTW,126.510002,126.269997,126.089996,128.259995,550300.0
2016-06-21,WLTW,126.540001,127.330002,125.349998,127.43,485600.0
2016-06-22,WLTW,127.089996,126.489998,126.330002,127.910004,561900.0
2016-06-23,WLTW,127.940002,127.650002,126.599998,127.940002,512300.0
2016-06-24,WLTW,121.0,117.010002,115.93,121.25,1638000.0
2016-06-27,WLTW,114.660004,113.400002,112.989998,116.080002,884400.0
2016-06-28,WLTW,113.809998,117.559998,113.639999,117.629997,795200.0
2016-06-29,WLTW,118.339996,121.0,118.050003,121.010002,1049700.0
2016-06-30,WLTW,121.360001,124.309998,120.07,124.43,1162100.0
2016-07-01,WLTW,124.480003,124.0,122.68,125.510002,858400.0
2016-07-05,WLTW,120.190002,123.480003,120.190002,123.540001,761400.0
2016-07-06,WLTW,123.32,124.870003,122.660004,124.989998,749900.0
2016-07-07,WLTW,124.279999,124.440002,123.980003,125.480003,591100.0
2016-07-08,WLTW,126.040001,125.059998,124.599998,126.040001,692800.0
2016-07-11,WLTW,125.099998,125.519997,124.040001,126.110001,482600.0
2016-07-12,WLTW,125.889999,127.199997,125.370003,127.32,844000.0
2016-07-13,WLTW,127.610001,126.419998,126.150002,127.739998,630000.0
2016-07-14,WLTW,127.620003,126.040001,125.980003,127.68,567100.0
2016-07-15,WLTW,126.400002,124.589996,124.07,126.400002,512200.0
2016-07-18,WLTW,124.830002,123.980003,123.620003,124.830002,462200.0
2016-07-19,WLTW,123.199997,124.169998,122.860001,124.529999,706100.0
2016-07-20,WLTW,124.510002,124.0,121.690002,124.57,533900.0
2016-07-21,WLTW,123.68,123.330002,123.050003,124.5,374700.0
2016-07-22,WLTW,123.220001,123.940002,122.599998,124.059998,373800.0
2016-07-25,WLTW,123.57,124.0,123.07,124.239998,365700.0
2016-07-26,WLTW,124.290001,123.760002,123.589996,125.169998,313900.0
2016-07-27,WLTW,123.830002,124.269997,123.160004,124.620003,401000.0
2016-07-28,WLTW,124.010002,123.739998,123.389999,124.300003,275500.0
2016-07-29,WLTW,123.419998,123.620003,122.839996,124.050003,426700.0
2016-08-01,WLTW,123.870003,123.839996,123.68,125.330002,574600.0
2016-08-02,WLTW,123.610001,123.169998,122.980003,124.160004,793200.0
2016-08-03,WLTW,123.510002,123.82,123.410004,124.480003,446900.0
2016-08-04,WLTW,123.559998,124.089996,123.559998,126.0,766700.0
2016-08-05,WLTW,121.730003,119.919998,118.260002,123.080002,1865200.0
2016-08-08,WLTW,119.57,120.589996,118.080002,121.419998,930800.0
2016-08-09,WLTW,120.290001,121.230003,118.900002,121.580002,502700.0
2016-08-10,WLTW,121.650002,121.82,121.029999,122.43,709700.0
2016-08-11,WLTW,121.860001,122.75,121.849998,122.980003,563900.0
2016-08-12,WLTW,122.510002,121.470001,121.07,122.830002,342900.0
2016-08-15,WLTW,122.0,121.529999,121.370003,122.230003,478800.0
2016-08-16,WLTW,121.370003,121.480003,120.5,121.980003,501800.0
2016-08-17,WLTW,121.900002,121.93,121.440002,122.220001,410300.0
2016-08-18,WLTW,121.739998,122.559998,121.459999,122.730003,443800.0
2016-08-19,WLTW,122.099998,122.720001,120.43,123.050003,1414800.0
2016-08-22,WLTW,122.550003,122.949997,122.18,124.129997,570700.0
2016-08-23,WLTW,123.239998,123.110001,122.599998,124.0,391300.0
2016-08-24,WLTW,123.099998,122.209999,121.949997,124.260002,425200.0
2016-08-25,WLTW,121.809998,122.209999,121.800003,122.760002,526300.0
2016-08-26,WLTW,122.580002,122.989998,122.110001,124.449997,514700.0
2016-08-29,WLTW,123.150002,123.919998,122.910004,124.760002,456500.0
2016-08-30,WLTW,124.18,123.940002,121.879997,124.480003,414100.0
2016-08-31,WLTW,123.989998,124.010002,122.110001,124.370003,464500.0
2016-09-01,WLTW,124.0,124.849998,123.589996,125.239998,526200.0
2016-09-02,WLTW,125.5,126.529999,124.839996,126.610001,487300.0
2016-09-06,WLTW,126.82,127.660004,126.059998,127.660004,752300.0
2016-09-07,WLTW,127.660004,128.550003,127.260002,128.979996,632500.0
2016-09-08,WLTW,127.860001,125.419998,125.379997,128.279999,728300.0
2016-09-09,WLTW,124.389999,122.040001,122.040001,124.839996,641100.0
2016-09-12,WLTW,121.709999,125.25,121.459999,125.459999,655500.0
2016-09-13,WLTW,124.0,123.089996,122.860001,124.050003,488900.0
2016-09-14,WLTW,122.900002,122.300003,121.610001,123.589996,741900.0
2016-09-15,WLTW,122.230003,125.120003,121.199997,125.5,713400.0
2016-09-16,WLTW,124.230003,123.949997,122.669998,124.489998,1847200.0
2016-09-19,WLTW,124.599998,124.68,124.120003,125.0,310700.0
2016-09-20,WLTW,125.93,125.68,125.419998,126.379997,311000.0
2016-09-21,WLTW,125.870003,128.399994,125.110001,128.5,927700.0
2016-09-22,WLTW,129.0,129.179993,127.93,129.759995,716500.0
2016-09-23,WLTW,128.710007,128.089996,128.059998,128.970001,797000.0
2016-09-26,WLTW,127.809998,128.0,127.290001,128.029999,410300.0
2016-09-27,WLTW,128.419998,128.899994,128.210007,129.679993,503600.0
2016-09-28,WLTW,128.639999,127.989998,126.949997,129.380005,567200.0
2016-09-29,WLTW,128.089996,129.789993,127.790001,130.720001,1504500.0
2016-09-30,WLTW,129.169998,132.770004,129.169998,133.399994,1461900.0
2016-10-03,WLTW,132.449997,132.110001,130.029999,132.740005,1142100.0
2016-10-04,WLTW,132.0,131.570007,130.490005,132.089996,1068500.0
2016-10-05,WLTW,131.380005,131.960007,130.889999,132.639999,700200.0
2016-10-06,WLTW,131.820007,132.089996,131.119995,132.639999,767200.0
2016-10-07,WLTW,132.309998,131.059998,131.0,132.630005,855100.0
2016-10-10,WLTW,131.940002,131.020004,130.990005,132.570007,423800.0
2016-10-11,WLTW,130.520004,128.729996,128.169998,131.419998,575700.0
2016-10-12,WLTW,129.029999,129.889999,128.729996,130.949997,681900.0
2016-10-13,WLTW,128.940002,127.910004,127.349998,128.949997,540300.0
2016-10-14,WLTW,128.690002,128.369995,127.980003,129.199997,548000.0
2016-10-17,WLTW,128.649994,127.089996,126.32,128.649994,564500.0
2016-10-18,WLTW,128.550003,128.009995,127.57,129.289993,505600.0
2016-10-19,WLTW,128.460007,128.759995,127.879997,129.429993,435600.0
2016-10-20,WLTW,127.379997,127.480003,126.239998,128.630005,554800.0
2016-10-21,WLTW,126.339996,126.790001,126.040001,127.25,496600.0
2016-10-24,WLTW,127.330002,127.290001,127.120003,128.240005,312000.0
2016-10-25,WLTW,127.089996,126.449997,125.669998,127.089996,414700.0
2016-10-26,WLTW,126.129997,126.110001,125.360001,126.919998,478300.0
2016-10-27,WLTW,126.650002,125.629997,125.459999,127.160004,417000.0
2016-10-28,WLTW,125.889999,125.650002,124.519997,126.720001,445700.0
2016-10-31,WLTW,126.260002,125.900002,125.029999,126.82,459200.0
2016-11-01,WLTW,126.519997,124.330002,123.870003,126.860001,475800.0
2016-11-02,WLTW,124.489998,122.970001,122.699997,124.639999,693200.0
2016-11-03,WLTW,123.120003,123.669998,121.809998,125.040001,736700.0
2016-11-04,WLTW,120.239998,116.779999,112.760002,120.239998,3531200.0
2016-11-07,WLTW,119.120003,117.690002,116.129997,119.120003,1345600.0
2016-11-08,WLTW,117.129997,118.790001,116.339996,119.510002,967600.0
2016-11-09,WLTW,117.010002,118.0,116.07,119.230003,1291600.0
2016-11-10,WLTW,118.669998,122.269997,117.699997,122.980003,1524500.0
2016-11-11,WLTW,121.550003,121.480003,120.839996,121.959999,754300.0
2016-11-14,WLTW,120.959999,122.489998,120.040001,122.599998,1089100.0
2016-11-15,WLTW,123.730003,123.330002,122.290001,123.919998,639700.0
2016-11-16,WLTW,123.169998,122.669998,122.25,123.169998,818400.0
2016-11-17,WLTW,122.790001,124.599998,122.190002,124.639999,524500.0
2016-11-18,WLTW,124.790001,124.82,124.300003,125.949997,819000.0
2016-11-21,WLTW,125.099998,123.889999,123.529999,125.459999,475900.0
2016-11-22,WLTW,124.370003,124.82,122.919998,125.400002,1011700.0
2016-11-23,WLTW,124.82,124.559998,123.669998,125.550003,380200.0
2016-11-25,WLTW,124.550003,125.300003,123.949997,125.419998,284000.0
2016-11-28,WLTW,124.82,124.370003,123.209999,125.190002,439900.0
2016-11-29,WLTW,124.760002,124.379997,123.82,124.839996,352900.0
2016-11-30,WLTW,125.5,124.370003,124.120003,126.0,676700.0
2016-12-01,WLTW,125.099998,121.419998,120.889999,125.370003,898700.0
2016-12-02,WLTW,121.43,119.940002,119.699997,121.559998,855800.0
2016-12-05,WLTW,120.690002,121.480003,120.18,122.059998,604700.0
2016-12-06,WLTW,121.480003,124.760002,121.330002,124.919998,1301200.0
2016-12-07,WLTW,124.900002,124.75,124.050003,125.519997,928300.0
2016-12-08,WLTW,125.190002,123.0,121.949997,125.910004,988500.0
2016-12-09,WLTW,122.800003,122.790001,122.43,123.300003,943400.0
2016-12-12,WLTW,122.639999,121.209999,120.970001,122.970001,822500.0
2016-12-13,WLTW,126.449997,124.459999,123.629997,126.93,1168200.0
2016-12-14,WLTW,124.0,122.260002,122.019997,124.889999,846400.0
2016-12-15,WLTW,122.800003,122.370003,121.760002,123.230003,826600.0
2016-12-16,WLTW,122.440002,122.330002,121.699997,123.370003,1232700.0
2016-12-19,WLTW,122.32,123.629997,121.790001,123.970001,937600.0
2016-12-20,WLTW,124.330002,123.839996,123.419998,124.489998,651500.0
2016-12-21,WLTW,123.900002,122.989998,122.870003,124.150002,614600.0
2016-12-22,WLTW,122.519997,122.849998,121.730003,123.690002,557200.0
2016-12-23,WLTW,123.089996,124.489998,122.709999,124.660004,361900.0
2016-12-27,WLTW,124.57,124.279999,124.010002,124.900002,382900.0
2016-12-28,WLTW,124.300003,122.379997,121.900002,124.300003,429900.0
2016-12-29,WLTW,122.449997,122.169998,121.599998,123.07,216600.0
2016-12-30,WLTW,122.589996,122.279999,121.389999,123.559998,466400.0
